14	38	40	53	70
8	15	39	64	67
4	5	10	12	18
2	7	20	55	70
2	29	38	63	66
3	19	31	32	48
1	15	18	32	45
12	34	44	47	65
8	9	32	42	59
5	13	31	43	53
16	33	51	54	67
4	29	39	42	62
11	28	31	46	59
7	25	43	56	59
4	8	23	53	59
14	38	51	64	70
1	13	26	33	52
6	30	58	60	61
7	17	18	46	66
1	4	26	35	39
24	28	42	60	64
10	17	21	38	43
7	11	13	19	58
17	19	23	24	43
14	38	48	53	58
5	12	15	46	49
28	34	41	46	47
14	17	25	48	58
1	4	14	17	40
29	41	42	49	57
10	16	27	38	43
2	6	30	31	55
3	17	23	49	66
3	11	23	29	59
17	18	33	46	60
16	29	31	65	67
28	30	39	59	70
1	42	47	64	70
4	10	18	28	62
10	12	20	38	41
1	20	30	33	42
28	37	39	42	58
4	12	36	44	57
8	23	24	25	27
6	37	46	60	70
14	15	37	42	67
16	22	40	41	59
10	17	47	51	61
16	36	54	61	64
3	7	22	27	50
3	26	55	58	70
1	14	21	22	28
6	23	38	42	58
1	54	60	68	69
10	22	42	61	69
6	28	31	52	53
17	27	41	51	52
20	24	34	56	64
6	23	63	66	73
31	45	49	56	70
2	7	18	26	31
7	16	24	61	62
21	33	36	45	56
12	18	19	25	67
25	51	62	73	74
1	10	57	66	75
5	39	54	63	66
9	28	31	50	61
18	24	34	38	58
26	37	41	54	65
4	5	14	26	73
11	17	59	70	72
4	13	31	50	64
2	13	17	35	73
17	38	42	51	65
24	35	46	50	51
1	31	34	40	75
7	16	20	66	73
23	33	53	56	58
11	17	50	52	74
9	17	25	63	71
20	22	52	57	73
4	6	31	49	52
2	5	26	58	60
18	31	36	50	74
8	12	23	51	73
11	12	24	32	73
7	18	24	55	74
2	9	11	28	60
16	39	47	53	71
10	38	51	55	64
4	21	45	52	57
12	20	53	66	74
2	15	41	49	63
18	22	26	30	44
27	51	62	68	75
3	16	28	33	37
3	5	16	49	75
7	42	57	69	72
5	20	32	37	67
25	26	28	37	56
6	13	17	33	60
1	4	5	24	30
4	35	39	56	72
28	34	41	42	47
6	29	45	69	73
4	23	33	47	53
5	14	42	43	58
6	13	18	20	31
3	13	33	40	50
1	12	13	32	34
8	29	30	43	64
5	10	55	60	73
19	34	35	38	49
30	33	43	47	69
13	24	34	35	55
17	24	27	32	58
30	33	35	37	46
5	28	37	61	69
4	45	53	73	75
11	27	31	58	60
16	23	28	33	59
26	38	42	58	70
3	30	45	53	68
14	26	39	48	51
20	33	45	58	69
12	29	33	42	68
9	21	30	32	75
4	56	58	67	75
7	11	33	60	68
32	39	51	62	75
23	28	37	56	71
3	14	27	62	72
17	37	53	54	61
8	42	54	63	67
7	9	24	41	53
20	31	54	56	59
10	44	58	74	75
11	20	40	41	59
6	10	44	47	54
14	16	23	49	53
6	21	33	39	43
2	28	30	38	39
21	30	39	60	69
1	12	14	48	65
1	8	15	36	43
2	15	26	34	41
19	27	47	67	68
13	34	48	53	63
3	33	35	49	51
22	33	49	51	59
44	47	49	69	75
1	43	45	66	69
31	32	49	55	58
9	17	23	57	71
16	40	47	53	59
46	48	53	61	74
10	29	32	44	46
19	24	31	39	45
7	38	46	57	66
8	9	24	49	67
12	43	44	48	66
7	24	28	65	74
7	27	60	64	74
36	39	42	45	48
24	37	42	50	65
18	29	30	54	66
21	30	47	50	57
14	16	26	53	72
1	5	8	25	62
2	22	34	62	72
13	21	28	34	40
6	15	17	39	56
1	34	43	44	63
25	37	58	69	75
22	28	41	46	60
28	32	41	51	71
10	11	31	41	44
2	7	46	61	66
22	37	45	65	73
2	43	52	62	63
4	41	44	56	69
12	19	20	44	66
5	18	28	54	74
3	12	36	54	70
11	16	19	31	48
1	4	31	36	54
8	24	25	26	30
3	34	54	65	66
16	51	52	56	58
6	8	22	46	68
8	19	20	55	73
29	46	53	64	73
20	41	42	45	49
15	17	20	35	55
11	14	54	57	63
6	13	21	49	50
20	23	30	44	59
36	37	38	52	62
34	61	66	67	68
25	48	51	65	72
32	54	65	66	71
9	31	34	41	49
18	41	50	68	70
11	50	51	70	75
19	24	26	40	68
17	24	27	48	75
20	21	38	54	66
12	22	46	56	74
14	26	27	32	36
28	29	33	36	45
5	6	37	55	74
14	16	17	28	48
2	19	21	42	60
9	28	40	57	65
9	10	34	37	73
7	11	59	62	63
31	38	52	65	71
13	45	52	53	57
25	28	33	41	69
33	38	40	46	49
4	11	12	35	46
6	19	34	38	70
5	8	57	59	73
18	26	30	44	68
14	18	48	54	71
27	37	54	66	69
21	26	33	48	73
1	29	33	34	55
3	15	19	62	74
16	32	39	53	57
2	27	41	50	75
9	31	33	46	64
1	7	44	68	73
3	42	46	56	71
4	6	23	55	75
7	13	25	51	70
20	28	49	51	52
14	27	39	50	69
21	25	40	46	56
2	17	31	39	47
29	41	53	54	70
15	27	29	31	48
11	39	51	57	75
1	4	36	48	57
7	18	37	38	39
20	25	55	62	74
15	25	29	44	51
11	21	40	50	70
6	23	24	28	62
18	25	47	51	61
14	20	43	54	69
7	17	37	49	73
26	42	47	61	73
5	7	25	50	59
16	20	39	56	59
2	19	30	38	70
9	12	29	37	67
12	14	18	24	61
17	18	31	35	59
8	17	20	45	71
10	31	35	50	72
16	29	44	69	74
17	41	51	53	56
9	26	27	29	74
25	32	37	45	70
6	25	35	38	52
2	38	48	61	68
7	9	24	38	52
8	9	21	63	75
17	58	63	64	66
4	14	29	31	47
8	21	30	61	62
3	8	38	51	64
28	30	38	45	51
17	34	35	51	65
7	20	35	49	56
5	11	31	50	67
19	20	36	41	46
17	21	39	52	57
2	5	35	40	54
13	35	40	60	68
5	44	54	59	63
13	15	21	41	72
2	7	33	39	53
12	15	20	52	71
3	8	29	57	68
1	38	53	63	66
2	19	44	51	57
28	32	33	40	46
8	35	61	68	75
10	12	26	60	62
20	30	62	65	74
6	17	30	31	41
19	24	30	35	72
24	27	45	51	54
6	15	16	28	49
33	50	64	71	72
11	17	34	43	50
12	23	33	47	50
6	13	38	56	70
4	35	36	52	68
8	19	26	56	67
1	40	42	56	62
6	16	17	25	36
7	22	27	41	49
2	9	11	22	23
20	27	38	49	66
1	39	52	69	72
3	14	15	25	48
10	12	21	29	65
11	17	21	36	74
14	30	33	36	44
9	21	25	66	72
11	21	42	62	71
17	18	61	66	74
22	27	55	58	63
24	25	29	47	67
31	33	35	41	69
15	18	29	41	50
3	7	25	68	71
6	11	32	46	68
5	15	22	26	64
10	36	47	63	74
8	26	41	61	73
17	21	36	58	70
2	23	32	45	55
7	50	54	61	75
11	27	44	45	58
8	22	30	42	45
10	14	19	30	73
30	48	55	68	73
9	11	42	44	50
7	49	53	60	64
15	23	26	45	66
2	6	8	52	66
6	45	50	65	66
4	20	44	65	74
7	42	53	58	71
5	6	17	33	68
11	22	25	58	69
18	31	39	45	55
5	26	27	44	57
14	15	32	68	72
31	35	56	59	63
26	32	44	45	58
12	20	25	50	51
37	49	50	56	57
12	20	27	38	75
13	15	35	62	74
3	7	44	63	67
2	5	10	20	38
4	10	31	56	66
14	18	58	59	68
41	58	68	72	73
2	31	46	58	65
27	45	49	51	52
4	5	11	51	59
13	18	22	49	62
8	26	29	36	47
10	11	29	47	56
3	12	35	37	63
37	39	53	68	75
3	49	61	62	68
23	25	28	30	75
31	35	41	65	66
9	15	24	39	41
11	29	36	58	67
3	50	57	58	60
2	14	21	28	55
5	35	37	41	66
21	31	43	56	60
11	37	46	64	68
2	32	35	50	59
16	29	46	48	55
3	20	34	58	67
3	16	52	54	61
17	26	35	46	62
21	24	25	40	43
16	25	27	29	34
25	45	51	53	73
18	28	33	36	42
25	34	55	70	71
7	12	20	24	59
1	8	54	69	72
3	26	45	58	73
29	31	51	60	64
5	31	34	41	74
22	39	56	67	71
16	19	28	29	68
32	53	60	63	68
9	16	61	70	75
25	28	36	45	53
13	29	34	37	72
2	8	16	43	74
22	29	33	41	68
14	18	22	31	47
5	8	59	65	72
2	4	17	36	40
9	13	30	35	69
