7	11	15	32	46	48	17
1	5	21	33	34	47	31
5	17	22	31	40	48	18
1	11	14	15	19	41	40
7	10	11	30	31	42	36
3	4	25	27	42	45	7
4	11	27	28	30	49	47
15	21	28	35	42	43	23
1	23	27	36	43	45	10
1	18	22	25	31	39	42
17	22	24	28	33	46	19
18	28	30	31	41	46	1
1	18	20	31	38	47	43
11	15	18	22	41	49	37
3	4	6	21	23	44	48
3	17	20	24	38	43	12
1	5	7	21	37	49	30
4	7	9	17	20	48	11
6	17	24	29	33	36	45
7	9	21	22	24	47	25
2	17	21	26	30	48	31
3	8	19	27	42	43	46
4	7	9	10	19	47	43
12	14	15	20	40	41	42
1	19	24	27	38	48	36
21	23	25	34	42	49	30
7	20	23	29	40	46	22
8	9	10	21	35	41	22
3	6	15	17	18	35	22
10	13	17	22	40	46	32
7	10	16	33	39	44	15
3	4	17	24	30	34	36
4	8	19	35	44	49	17
1	6	32	34	37	45	26
29	37	42	46	47	49	4
17	20	28	29	33	36	23
13	14	16	24	41	43	39
4	5	10	12	20	23	24
10	15	17	18	19	31	24
12	18	22	37	38	49	35
11	23	28	30	32	46	49
7	9	13	44	47	48	22
18	22	23	32	40	42	28
2	19	24	33	35	46	12
18	30	33	34	38	48	36
14	15	31	36	42	47	1
19	23	40	43	45	49	8
4	17	19	25	35	37	7
6	11	18	19	38	42	17
26	28	29	30	41	49	31
2	3	5	15	22	29	26
2	15	35	36	38	39	4
5	26	28	30	42	44	40
5	9	10	13	41	44	39
6	7	22	27	35	42	1
2	5	21	25	34	36	28
3	5	9	28	35	47	14
13	14	17	25	31	49	18
11	15	17	30	43	49	3
5	24	28	36	42	47	8
1	22	30	33	40	47	42
6	19	24	26	42	43	23
2	5	8	23	26	32	18
4	27	28	29	34	43	20
4	18	24	34	36	48	10
1	4	5	7	18	47	6
1	3	7	19	20	46	15
4	8	29	33	38	48	15
2	6	22	26	33	48	43
9	19	22	34	41	46	6
12	15	22	29	30	35	44
13	16	18	24	31	43	2
11	29	32	37	40	48	14
12	22	23	27	34	35	25
1	19	20	30	35	46	40
5	17	29	36	37	49	2
1	7	11	38	41	42	45
6	12	15	24	35	47	22
1	3	25	33	36	42	14
5	9	11	20	23	30	45
16	36	40	43	45	47	10
17	21	29	33	35	46	28
13	23	28	37	42	45	25
2	5	11	22	24	42	1
8	14	22	26	35	37	11
14	18	20	30	43	47	35
5	9	14	25	34	38	40
4	11	22	27	47	49	33
3	19	23	28	37	43	34
3	8	11	12	39	43	18
8	15	23	24	28	34	9
1	18	20	38	43	48	42
8	12	28	30	43	49	42
5	15	19	25	34	36	40
3	7	13	17	27	40	19
10	11	18	23	26	37	6
9	18	22	23	29	33	15
11	13	14	28	40	42	48
5	10	16	23	31	44	37
14	19	30	31	47	48	16
7	9	18	24	39	40	4
18	26	32	36	40	45	21
10	31	35	40	41	44	46
2	5	9	28	29	48	36
10	19	20	33	43	46	25
15	26	29	35	36	41	19
3	5	8	10	16	17	46
16	17	22	38	44	49	14
1	7	9	27	30	48	28
9	25	34	37	44	45	6
17	22	23	33	36	42	12
16	18	29	34	35	39	40
13	20	31	34	36	44	11
1	6	10	23	25	40	32
4	17	22	26	31	47	32
8	17	20	32	41	43	9
3	7	20	31	43	45	41
14	16	20	38	39	45	23
8	14	16	21	47	49	29
20	29	33	35	37	40	5
17	20	28	39	43	44	40
4	21	25	27	31	49	26
14	19	22	25	38	48	8
11	12	16	20	35	46	34
2	9	12	26	31	44	5
1	4	5	8	25	46	30
4	9	10	13	29	40	45
3	10	11	24	25	35	43
19	23	34	35	39	49	33
17	19	35	37	46	48	2
15	17	19	22	33	40	27
3	7	20	24	30	39	48
8	25	27	36	39	44	4
12	13	28	33	46	49	29
27	34	35	36	41	48	29
9	29	37	38	42	46	35
4	15	21	30	41	49	11
2	6	9	18	24	35	19
7	12	23	27	30	31	33
4	11	13	24	32	46	19
22	23	25	27	28	46	24
19	23	31	36	45	46	27
4	11	18	28	41	44	8
9	12	16	22	26	48	14
16	24	25	30	34	45	49
4	8	9	10	21	24	31
12	18	25	28	33	40	17
2	7	25	35	40	42	13
13	21	24	29	35	41	8
1	8	10	14	18	37	27
10	12	17	28	30	42	25
6	12	16	18	21	29	26
9	16	19	31	36	37	15
15	19	22	25	42	48	14
12	16	22	35	38	48	15
5	11	15	23	35	39	44
3	19	21	30	41	47	38
4	6	15	23	36	44	11
1	2	6	29	32	47	13
5	6	14	18	29	33	7
10	28	32	36	37	49	27
20	23	26	29	34	41	32
10	14	20	22	45	49	9
10	18	27	37	41	47	33
3	12	19	21	29	31	15
12	15	24	26	31	35	36
5	12	21	26	33	45	35
4	11	27	34	36	45	9
5	15	17	19	20	47	38
16	17	21	27	30	37	15
10	12	14	25	46	48	31
5	7	20	24	30	41	37
11	15	36	37	38	45	9
2	4	5	17	22	29	14
18	20	24	30	39	48	46
7	24	27	31	40	41	33
1	11	12	13	35	42	5
6	7	8	13	24	28	18
4	14	15	17	21	31	48
1	5	17	19	37	47	11
5	20	26	40	42	48	1
3	4	27	29	47	49	23
15	25	26	33	34	41	43
12	18	38	39	45	49	19
14	15	17	26	35	46	18
3	16	20	26	28	43	15
3	5	9	13	17	37	15
10	16	33	38	40	44	32
12	13	18	39	43	49	37
22	26	30	40	42	47	4
1	3	17	19	39	42	31
6	24	33	38	42	43	11
12	15	24	36	45	49	32
3	9	10	16	20	22	35
16	24	27	39	45	49	44
15	27	31	40	41	49	1
7	13	25	31	34	45	4
8	11	29	34	40	41	35
8	24	26	28	36	43	34
6	9	13	35	36	47	31
3	4	16	20	33	44	27
2	7	10	15	17	28	24
8	9	13	17	41	43	14
10	18	35	38	41	43	21
11	13	24	32	34	47	9
3	5	25	33	34	35	14
5	6	26	30	33	40	43
10	23	35	39	45	46	1
3	5	24	31	48	49	15
4	5	6	20	30	35	34
9	12	24	25	26	43	3
12	15	20	31	33	40	38
11	12	22	27	40	44	37
7	8	11	12	39	42	2
1	13	25	39	41	44	26
9	11	16	17	18	38	47
8	34	38	42	44	46	14
12	14	16	18	20	33	35
3	13	23	27	41	49	6
3	16	27	33	36	42	12
11	21	22	41	47	48	36
5	11	21	32	42	48	28
8	15	24	40	43	45	33
8	10	22	24	37	44	2
3	14	16	19	37	44	31
4	11	14	27	43	46	42
1	11	12	27	48	49	19
6	8	21	23	41	46	5
12	19	25	36	44	46	18
3	9	14	38	42	47	19
6	9	23	31	35	48	11
2	14	20	23	24	30	22
2	16	25	30	31	32	36
3	6	36	44	45	48	47
7	20	27	39	46	48	49
6	14	20	23	29	49	48
8	10	27	34	40	41	48
9	10	16	18	27	42	43
2	12	13	14	21	30	39
9	10	24	43	47	48	5
2	6	21	29	34	47	11
6	10	14	24	32	41	29
5	9	13	16	35	39	11
5	12	13	35	38	47	45
3	7	11	12	24	27	13
5	21	24	25	39	48	32
10	15	17	21	37	47	2
7	9	20	21	30	37	42
6	8	31	37	40	48	36
3	11	17	39	47	49	34
4	14	28	34	43	44	13
4	26	33	41	48	49	19
6	19	22	23	28	29	18
9	15	18	33	38	44	16
29	33	35	36	45	48	27
3	4	14	31	48	49	45
5	27	31	32	38	49	1
14	28	37	38	45	48	18
2	4	27	34	39	44	37
4	12	19	22	36	40	44
17	19	20	21	25	26	14
14	15	17	29	30	33	37
10	23	24	25	30	37	45
14	19	35	36	40	45	48
5	7	9	17	20	45	10
7	30	32	36	40	41	45
7	14	20	30	33	46	27
1	10	19	36	47	48	11
9	10	24	37	39	40	36
4	7	19	21	39	49	26
14	26	30	32	36	48	15
15	19	23	29	30	46	2
1	11	16	18	27	42	4
3	9	11	29	45	46	19
1	6	7	8	25	42	39
6	8	11	39	40	43	22
10	13	29	31	36	45	44
5	14	19	23	33	48	40
14	18	19	35	44	45	33
14	16	21	22	24	41	32
8	15	21	26	28	32	29
17	22	26	27	39	41	43
15	30	36	39	41	49	2
4	7	12	28	32	37	14
12	18	23	31	44	48	40
3	11	23	28	30	48	29
21	27	38	42	44	46	41
10	14	35	36	37	46	43
1	5	14	18	34	44	23
6	14	19	22	30	36	23
8	10	15	21	23	45	43
13	20	24	27	33	39	6
7	10	22	29	43	44	26
8	14	15	22	41	48	43
5	14	20	40	41	42	8
11	26	34	38	40	46	7
13	27	29	42	43	46	28
12	19	28	29	38	49	30
5	22	23	30	33	45	6
3	9	14	19	34	38	36
1	18	19	24	30	38	41
10	22	29	39	46	47	9
3	25	28	30	39	45	5
6	10	12	30	36	49	4
3	19	21	37	40	49	35
12	25	29	34	45	47	16
5	14	24	26	37	44	30
9	17	20	27	37	41	3
16	18	20	25	29	34	15
7	14	25	33	45	48	11
2	6	7	15	25	44	45
3	4	18	24	44	49	17
1	19	39	40	42	46	22
5	6	21	41	48	49	37
1	5	18	21	23	33	20
2	7	8	10	22	23	46
4	13	17	26	27	40	36
18	22	25	35	39	41	31
1	3	9	23	37	46	6
8	13	18	21	40	44	42
10	23	25	34	41	47	30
7	8	16	22	24	28	48
1	5	15	22	26	42	40
20	27	33	41	44	46	12
12	16	23	25	31	42	18
9	23	26	33	40	44	31
2	5	18	40	47	49	19
3	8	16	22	38	39	26
6	24	27	31	39	45	32
10	14	21	25	39	45	40
1	3	16	20	37	40	15
14	15	18	26	31	36	48
1	3	12	23	37	43	33
2	8	11	28	35	44	17
7	20	23	28	31	40	42
13	14	29	41	46	49	43
7	25	26	27	29	32	33
7	12	15	35	43	49	8
2	19	22	30	33	41	24
9	28	30	33	40	44	16
1	23	24	31	45	49	6
7	13	16	31	36	44	26
4	7	40	41	45	48	46
7	17	21	22	38	39	3
10	12	25	28	31	40	1
2	8	26	30	39	45	46
5	17	32	39	42	49	19
9	22	31	34	35	43	20
7	10	12	15	25	42	33
2	9	27	33	39	40	45
8	14	15	17	20	47	38
9	26	28	30	42	43	2
7	11	37	38	42	44	2
8	11	13	17	48	49	19
1	15	23	32	36	43	19
7	28	30	34	38	45	6
1	22	35	39	42	48	12
3	10	25	28	30	43	31
16	21	24	29	30	39	20
10	14	27	31	32	47	41
1	30	35	47	48	49	8
13	23	24	25	26	30	4
13	16	25	26	36	46	15
4	11	19	22	31	48	6
1	29	31	32	34	36	45
10	12	26	27	39	40	20
6	12	13	28	33	38	10
2	8	10	23	27	32	44
14	16	23	24	27	39	43
11	12	33	37	38	49	3
5	9	14	28	46	49	45
4	23	34	38	39	41	27
20	27	28	34	43	44	1
13	14	18	32	34	49	20
7	12	27	34	41	46	14
13	24	25	26	37	40	30
6	16	22	26	30	34	45
9	15	17	29	30	39	11
4	15	17	26	37	41	29
15	19	25	36	44	45	43
10	16	29	34	37	47	31
11	15	32	33	37	39	28
2	3	6	41	44	45	10
23	28	29	37	38	42	49
5	7	9	10	22	47	37
4	29	31	36	38	48	35
4	17	20	26	29	36	31
5	26	43	46	47	49	28
6	7	29	32	41	46	49
11	27	46	47	48	49	42
2	3	18	30	34	35	24
3	19	32	40	47	48	37
5	30	31	33	35	45	3
2	4	7	27	43	44	45
1	14	18	24	26	28	19
18	19	26	39	40	47	4
4	10	29	32	34	40	48
4	16	22	34	39	42	35
1	2	11	30	33	45	39
6	10	15	32	42	49	4
4	9	13	15	18	40	30
7	11	15	18	19	49	25
1	2	21	24	33	49	39
26	32	34	35	41	48	1
10	18	34	35	39	48	6
5	6	13	21	31	47	30
5	9	15	30	32	39	31
16	22	23	36	45	48	19
3	8	10	35	38	39	31
9	25	29	32	37	38	28
9	11	35	37	40	45	26
3	19	36	40	43	48	21
7	21	25	32	43	44	27
2	7	9	18	38	45	42
2	3	17	23	40	43	31
7	8	17	30	46	48	34
4	17	23	24	30	35	5
6	15	20	36	38	42	4
8	18	27	28	46	48	44
17	30	33	34	38	48	9
17	18	24	29	35	48	3
2	3	7	17	21	32	1
1	6	12	29	36	44	21
6	15	27	32	37	44	3
5	6	18	36	44	49	10
3	5	8	9	18	44	42
4	34	40	41	44	49	46
1	14	25	33	34	43	15
6	8	17	21	39	47	22
7	11	13	14	38	41	45
12	14	32	44	48	49	25
10	16	17	21	39	41	47
2	9	16	21	31	44	38
6	18	23	26	32	44	34
10	26	28	34	35	39	17
2	15	16	18	47	48	21
7	17	19	29	30	38	40
9	11	37	40	41	49	33
4	13	23	29	41	43	49
1	25	27	41	46	49	4
6	8	20	29	34	36	43
1	8	15	21	31	39	32
6	16	26	32	34	46	33
5	11	15	26	29	32	49
16	24	27	28	30	36	35
2	6	8	9	36	39	29
33	34	37	40	41	47	5
2	17	20	42	46	48	44
5	20	25	30	36	47	15
14	17	20	43	47	49	31
4	14	18	24	41	44	25
9	18	34	41	42	43	33
7	8	21	24	33	34	2
11	12	17	19	24	47	37
13	14	32	35	41	47	46
4	10	35	36	43	46	6
4	9	33	34	36	45	26
2	3	16	26	34	39	49
13	15	22	25	33	34	17
7	13	33	37	48	49	20
9	21	35	38	46	49	40
6	9	31	33	40	45	41
11	15	24	33	43	49	27
14	16	23	24	25	43	48
4	15	19	44	45	49	11
20	21	22	24	27	34	29
4	10	18	41	42	47	8
11	30	38	45	46	49	37
6	7	8	17	27	46	29
3	6	27	29	33	41	8
5	11	29	31	35	39	45
15	26	30	35	40	41	34
12	22	30	31	34	39	36
13	21	28	37	39	45	6
2	22	32	33	37	45	11
3	5	11	16	41	48	32
2	3	14	29	35	42	12
14	30	31	36	44	47	26
6	30	34	38	45	48	32
18	19	24	26	27	44	8
5	11	19	29	33	35	46
9	17	18	23	30	35	14
10	16	25	26	32	40	46
21	25	29	32	38	44	14
19	22	30	33	35	39	5
9	12	27	29	41	47	19
4	5	16	17	20	32	3
2	20	33	40	43	46	14
4	20	21	35	39	40	28
8	10	26	34	48	49	6
16	19	26	27	41	47	34
7	20	21	27	28	41	4
3	17	32	35	43	49	27
5	10	12	17	28	30	47
8	15	19	26	33	36	1
2	13	16	24	25	40	18
5	13	17	31	42	46	4
4	21	25	27	31	34	45
13	16	22	25	31	39	7
14	17	22	24	38	43	21
10	24	30	33	40	45	16
1	11	33	37	42	43	19
24	26	33	35	43	44	27
8	16	25	27	28	34	32
15	28	32	43	44	45	20
1	15	25	26	40	43	16
3	5	30	31	38	47	37
23	29	34	36	41	45	22
8	31	37	43	44	48	14
6	18	20	25	35	36	31
18	26	33	35	37	47	3
5	9	13	17	22	27	30
34	37	39	41	42	47	45
4	8	32	34	40	47	16
1	16	17	19	33	34	9
14	26	33	45	46	49	30
5	22	23	24	26	29	31
2	12	17	25	33	39	1
2	17	36	39	42	48	41
2	4	5	19	20	27	21
1	4	16	37	47	49	27
15	23	24	34	36	47	44
1	4	24	26	27	48	28
11	17	19	40	44	45	16
1	26	28	32	46	48	10
3	6	8	10	36	47	2
6	15	28	29	30	47	19
5	11	19	23	38	46	34
1	4	12	23	33	40	35
2	10	16	19	33	45	30
3	10	29	31	36	44	45
2	6	8	23	44	46	37
6	9	11	21	40	48	27
8	11	20	33	43	47	49
8	9	19	28	31	37	45
14	18	29	38	43	44	13
6	11	15	32	38	42	24
3	5	23	28	42	49	41
5	11	13	18	25	46	26
16	30	34	37	41	42	5
23	25	28	33	44	49	46
1	6	13	23	29	34	37
6	13	27	28	34	42	43
18	27	32	35	44	47	23
7	14	17	42	44	45	47
3	11	18	23	38	49	34
8	24	27	31	34	36	19
3	22	27	31	38	49	45
16	22	24	30	39	44	9
5	7	15	37	42	44	3
3	12	15	17	22	29	5
3	11	12	20	21	28	31
2	3	4	19	23	40	22
1	4	7	11	13	27	12
3	7	8	16	19	30	9
2	16	17	18	27	28	43
4	7	10	14	27	42	25
6	8	14	16	21	43	19
20	24	33	34	37	48	25
4	16	18	43	45	49	23
26	29	30	42	43	47	18
5	14	27	29	34	35	4
2	8	23	25	36	42	30
15	18	26	32	36	37	22
1	20	28	33	40	45	35
2	20	34	35	40	44	49
3	13	22	23	39	45	4
5	13	31	36	40	41	6
8	20	36	43	45	49	12
2	19	22	25	34	47	28
3	4	27	30	36	47	8
3	6	11	17	23	29	44
9	24	30	32	36	40	35
1	4	12	13	18	19	38
1	5	9	20	23	39	38
4	6	12	31	38	48	29
19	21	39	44	45	49	47
1	2	23	39	42	49	5
12	18	26	35	40	44	49
24	25	34	38	41	43	11
5	9	12	31	32	38	3
6	12	16	19	33	44	20
11	25	27	32	37	43	3
5	11	24	32	35	42	20
17	36	37	40	43	45	34
26	27	28	43	45	46	5
14	21	23	32	36	46	17
2	10	15	28	36	41	8
3	5	17	32	40	43	29
23	25	28	41	46	47	27
18	20	31	33	43	45	1
18	23	34	44	46	48	6
18	20	24	30	43	44	47
2	11	23	28	35	39	15
12	19	22	26	36	41	39
2	4	7	27	28	35	21
9	18	34	37	39	47	5
3	9	11	17	27	48	6
18	23	24	36	43	44	21
10	23	26	30	41	45	49
16	31	32	46	47	48	34
9	20	21	27	39	40	14
9	17	26	32	33	36	6
1	16	18	32	39	44	33
2	6	27	28	40	49	14
3	13	19	20	23	26	1
8	17	30	32	38	40	4
2	22	23	31	35	40	20
9	27	28	33	39	41	12
5	8	10	29	39	41	15
4	6	10	28	35	39	8
10	16	21	22	35	49	31
14	16	26	39	44	48	23
1	2	11	31	38	43	46
9	17	25	26	31	42	7
10	17	20	21	23	31	32
3	4	17	24	29	40	46
8	10	11	14	28	36	18
1	13	18	36	43	48	2
3	8	21	23	30	46	26
6	14	32	35	41	42	43
4	6	22	31	33	35	3
2	5	19	20	33	43	32
2	12	24	31	41	48	40
12	17	32	41	44	48	15
9	10	30	37	45	46	29
1	5	9	27	42	45	21
13	16	19	31	37	47	5
6	9	28	31	37	42	12
1	8	10	13	20	34	28
10	17	25	32	34	40	20
1	15	35	42	45	48	38
7	14	17	39	41	49	29
11	21	34	42	43	45	20
13	24	33	35	42	49	37
5	9	18	23	31	39	37
6	11	24	30	32	45	3
8	10	21	23	25	48	3
11	18	28	32	36	39	21
3	5	14	19	24	40	38
2	17	19	28	31	47	14
13	23	26	27	37	49	47
1	31	32	33	36	38	8
2	5	22	25	39	41	27
9	16	25	29	31	37	24
6	9	20	21	31	34	48
6	21	30	32	33	44	35
3	21	25	32	37	46	15
6	25	33	37	42	43	23
6	19	25	32	37	39	21
18	22	26	42	45	46	44
5	23	24	29	39	44	26
2	4	17	19	38	45	15
9	14	16	38	46	47	11
3	7	24	25	26	41	28
4	24	31	33	36	40	25
1	4	13	15	35	38	39
4	29	37	39	40	43	9
24	25	26	38	39	40	3
3	25	28	29	32	45	48
1	7	9	33	36	38	39
3	18	28	37	39	42	40
5	8	11	15	38	45	21
1	8	27	32	39	45	7
9	19	36	37	39	49	10
3	11	15	33	36	45	38
7	10	24	39	40	42	5
2	10	24	31	37	47	38
3	9	11	23	36	44	25
10	15	17	26	46	49	47
2	4	16	28	37	47	5
9	11	23	27	29	33	36
10	12	20	37	39	48	31
4	12	19	21	34	44	38
10	34	35	39	43	47	33
3	6	13	23	27	49	16
4	12	34	35	38	48	27
5	7	18	27	31	33	29
14	17	30	37	38	41	49
1	5	13	20	27	45	14
15	24	26	27	33	34	23
2	11	13	27	34	43	25
18	19	25	30	33	43	4
6	10	12	15	20	27	26
1	20	31	38	43	46	36
1	12	29	35	37	40	25
3	10	12	30	39	40	23
1	8	15	18	34	38	19
20	21	23	24	27	28	33
9	13	24	25	42	48	5
17	18	28	29	32	40	39
6	27	29	38	42	49	30
11	21	27	38	40	44	2
1	14	21	24	35	46	38
5	15	20	22	24	47	45
3	9	11	24	29	43	25
5	21	28	29	40	44	35
7	15	16	19	22	48	38
4	6	9	13	35	36	46
3	5	7	9	24	35	11
2	14	27	31	36	44	48
8	14	33	34	35	43	12
9	16	23	26	27	42	44
